0.266437,0
0.99373,1
0.993682,2
0.993633,3
0.993583,4
0.993532,5
0.993481,6
0.993429,7
0.993375,8
0.993321,9
0.993267,10
0.993211,11
0.993154,12
0.993097,13
0.993038,14
0.992978,15
0.992918,16
0.992856,17
0.992794,18
0.99273,19
0.992665,20
0.992599,21
0.992531,22
0.992463,23
0.992393,24
0.992322,25
0.992249,26
0.992175,27
0.9921,28
0.992023,29
0.991945,30
0.991866,31
0.991784,32
0.991701,33
0.991617,34
0.99153,35
0.991442,36
0.991352,37
0.99126,38
0.991166,39
0.991071,40
0.990973,41
0.990873,42
0.99077,43
0.990665,44
0.990558,45
0.990449,46
0.990337,47
0.990222,48
0.990105,49
0.989984,50
0.989861,51
0.989735,52
0.989606,53
0.989473,54
0.989337,55
0.989197,56
0.989054,57
0.988907,58
0.988756,59
0.9886,60
0.988441,61
0.988277,62
0.988108,63
0.987934,64
0.987756,65
0.987572,66
0.987382,67
0.987187,68
0.986985,69
0.986777,70
0.986563,71
0.986341,72
0.986112,73
0.985876,74
0.985631,75
0.985378,76
0.985116,77
0.984844,78
0.984562,79
0.98427,80
0.983967,81
0.983652,82
0.983325,83
0.982984,84
0.982629,85
0.98226,86
0.981874,87
0.981472,88
0.981052,89
0.980613,90
0.980153,91
0.979671,92
0.979166,93
0.978635,94
0.978077,95
0.97749,96
0.976872,97
0.976219,98
0.975529,99
0.974799,100
0.974025,101
0.973203,102
0.972329,103
0.971398,104
0.970404,105
0.96934,106
0.968199,107
0.966974,108
0.965653,109
0.964226,110
0.962681,111
0.961002,112
0.959171,113
0.957169,114
0.954971,115
0.952547,116
0.949863,117
0.946877,118
0.943538,119
0.939783,120
0.935535,121
0.930698,122
0.925151,123
0.918742,124
0.911276,125
0.902504,126
0.892106,127
0.879673,128
0.864691,129
0.846532,130
0.824493,131
0.797915,132
0.766484,133
0.730747,134
0.692674,135
0.655636,136
0.623272,137
0.597829,138
0.579485,139
0.567008,140
0.558772,141
0.553372,142
0.549797,143
0.547383,144
0.545706,145
0.544505,146
0.543615,147
0.542932,148
0.542388,149
0.54194,150
0.541558,151
0.541221,152
0.540917,153
0.540636,154
0.540369,155
0.540113,156
0.539864,157
0.53962,158
0.539378,159
0.539137,160
0.538895,161
0.538654,162
0.53841,163
0.538165,164
0.537918,165
0.537668,166
0.537415,167
0.53716,168
0.536901,169
0.536638,170
0.536372,171
0.536103,172
0.535829,173
0.535552,174
0.53527,175
0.534983,176
0.534692,177
0.534397,178
0.534096,179
0.53379,180
0.533479,181
0.533163,182
0.53284,183
0.532512,184
0.532178,185
0.531838,186
