
0.05,19355
0.1,9521
0.15,6250
0.2,4619
0.25,3646
0.3,3001
0.35,2544
0.4,2206
0.45,1949
0.5,1750
0.55,1599
0.6,1512
0.65,2047
0.7,850
0.75,2521
0.8,6597
0.85,5802
0.9,520
0.95,509
1,507
